INFO:root:10:14:24 Namespace(accumulate=None, batch_size=32, bert_dataset='wiki_cn_cased', bert_model='bert_12_768_12', calib_mode='customize', deploy=False, dev_batch_size=8, dtype='float32', early_stop=None, epochs=4, epsilon=1e-06, gpu=0, log_interval=10, lr=2e-05, max_len=128, model_parameters=None, model_prefix=None, num_calib_batches=5, only_calibration=False, only_inference=False, optimizer='bertadam', output_dir='./output_dir', pretrained_bert_parameters=None, quantized_dtype='auto', round_to=None, seed=6, task_name='XNLI', training_steps=None, warmup_ratio=0.1)
INFO:root:10:14:27 Model file not found. Downloading to /home/hxy/.mxnet/models/bert_12_768_12_wiki_cn_cased-885ebb9a.params.
INFO:root:10:17:12 Namespace(accumulate=None, batch_size=32, bert_dataset='wiki_cn_cased', bert_model='bert_12_768_12', calib_mode='customize', deploy=False, dev_batch_size=8, dtype='float32', early_stop=None, epochs=4, epsilon=1e-06, gpu=0, log_interval=10, lr=2e-05, max_len=128, model_parameters=None, model_prefix=None, num_calib_batches=5, only_calibration=False, only_inference=False, optimizer='bertadam', output_dir='./output_dir', pretrained_bert_parameters=None, quantized_dtype='auto', round_to=None, seed=6, task_name='XNLI', training_steps=None, warmup_ratio=0.1)
INFO:root:10:17:14 Model file not found. Downloading to /data1/hxy/.mxnet/models/bert_12_768_12_wiki_cn_cased-885ebb9a.params.
INFO:root:10:19:25 processing dataset...
INFO:root:10:20:30 Now we are doing BERT classification training on gpu(0)!
INFO:root:10:20:30 training steps=49087
INFO:root:10:21:02 [Epoch 1 Batch 10/12277] loss=1.1346, lr=0.0000000, metrics:accuracy:0.3187
INFO:root:10:21:21 [Epoch 1 Batch 150/12277] loss=1.0969, lr=0.0000006, metrics:accuracy:0.3571
INFO:root:10:21:22 [Epoch 1 Batch 160/12277] loss=1.0855, lr=0.0000006, metrics:accuracy:0.3611
INFO:root:10:21:23 [Epoch 1 Batch 170/12277] loss=1.0779, lr=0.0000007, metrics:accuracy:0.3627
INFO:root:10:21:25 [Epoch 1 Batch 180/12277] loss=1.0920, lr=0.0000007, metrics:accuracy:0.3653
INFO:root:10:21:26 [Epoch 1 Batch 190/12277] loss=1.0773, lr=0.0000008, metrics:accuracy:0.3678
INFO:root:10:21:28 [Epoch 1 Batch 200/12277] loss=1.0840, lr=0.0000008, metrics:accuracy:0.3694
INFO:root:10:21:29 [Epoch 1 Batch 210/12277] loss=1.0816, lr=0.0000009, metrics:accuracy:0.3719
INFO:root:10:21:30 [Epoch 1 Batch 220/12277] loss=1.0717, lr=0.0000009, metrics:accuracy:0.3741
INFO:root:10:21:32 [Epoch 1 Batch 230/12277] loss=1.0658, lr=0.0000009, metrics:accuracy:0.3764
INFO:root:10:21:33 [Epoch 1 Batch 240/12277] loss=1.0760, lr=0.0000010, metrics:accuracy:0.3772
INFO:root:10:21:34 [Epoch 1 Batch 250/12277] loss=1.0612, lr=0.0000010, metrics:accuracy:0.3797
INFO:root:10:21:36 [Epoch 1 Batch 260/12277] loss=1.0476, lr=0.0000011, metrics:accuracy:0.3810
INFO:root:10:21:37 [Epoch 1 Batch 270/12277] loss=1.0528, lr=0.0000011, metrics:accuracy:0.3829
INFO:root:10:21:39 [Epoch 1 Batch 280/12277] loss=1.0756, lr=0.0000011, metrics:accuracy:0.3842
INFO:root:10:21:40 [Epoch 1 Batch 290/12277] loss=1.0588, lr=0.0000012, metrics:accuracy:0.3865
INFO:root:10:21:41 [Epoch 1 Batch 300/12277] loss=1.0777, lr=0.0000012, metrics:accuracy:0.3878
INFO:root:10:21:42 [Epoch 1 Batch 310/12277] loss=1.0535, lr=0.0000013, metrics:accuracy:0.3881
INFO:root:10:21:44 [Epoch 1 Batch 320/12277] loss=1.0603, lr=0.0000013, metrics:accuracy:0.3896
INFO:root:10:21:45 [Epoch 1 Batch 330/12277] loss=1.0166, lr=0.0000013, metrics:accuracy:0.3933
INFO:root:10:21:47 [Epoch 1 Batch 340/12277] loss=1.0240, lr=0.0000014, metrics:accuracy:0.3964
INFO:root:10:21:48 [Epoch 1 Batch 350/12277] loss=1.0320, lr=0.0000014, metrics:accuracy:0.3996
INFO:root:10:21:53 [Epoch 1 Batch 360/12277] loss=1.0181, lr=0.0000015, metrics:accuracy:0.4012
INFO:root:10:21:55 [Epoch 1 Batch 370/12277] loss=1.0103, lr=0.0000015, metrics:accuracy:0.4039
INFO:root:10:21:56 [Epoch 1 Batch 380/12277] loss=1.0318, lr=0.0000015, metrics:accuracy:0.4059
INFO:root:10:21:57 [Epoch 1 Batch 390/12277] loss=1.0186, lr=0.0000016, metrics:accuracy:0.4078
INFO:root:10:22:02 [Epoch 1 Batch 400/12277] loss=1.0263, lr=0.0000016, metrics:accuracy:0.4093
INFO:root:10:22:03 [Epoch 1 Batch 410/12277] loss=1.0162, lr=0.0000017, metrics:accuracy:0.4110
INFO:root:10:22:05 [Epoch 1 Batch 420/12277] loss=1.0371, lr=0.0000017, metrics:accuracy:0.4117
INFO:root:10:22:06 [Epoch 1 Batch 430/12277] loss=1.0151, lr=0.0000017, metrics:accuracy:0.4141
INFO:root:10:22:07 [Epoch 1 Batch 440/12277] loss=1.0161, lr=0.0000018, metrics:accuracy:0.4162
INFO:root:10:22:08 [Epoch 1 Batch 450/12277] loss=1.0079, lr=0.0000018, metrics:accuracy:0.4180
INFO:root:10:22:10 [Epoch 1 Batch 460/12277] loss=1.0057, lr=0.0000019, metrics:accuracy:0.4195
INFO:root:10:22:11 [Epoch 1 Batch 470/12277] loss=0.9839, lr=0.0000019, metrics:accuracy:0.4217
INFO:root:10:22:12 [Epoch 1 Batch 480/12277] loss=0.9757, lr=0.0000020, metrics:accuracy:0.4237
INFO:root:10:22:14 [Epoch 1 Batch 490/12277] loss=1.0088, lr=0.0000020, metrics:accuracy:0.4256
INFO:root:10:22:15 [Epoch 1 Batch 500/12277] loss=0.9969, lr=0.0000020, metrics:accuracy:0.4276
INFO:root:10:22:16 [Epoch 1 Batch 510/12277] loss=0.9554, lr=0.0000021, metrics:accuracy:0.4298
INFO:root:10:22:18 [Epoch 1 Batch 520/12277] loss=0.9847, lr=0.0000021, metrics:accuracy:0.4310
INFO:root:10:22:19 [Epoch 1 Batch 530/12277] loss=0.9800, lr=0.0000022, metrics:accuracy:0.4329
INFO:root:10:22:20 [Epoch 1 Batch 540/12277] loss=0.9930, lr=0.0000022, metrics:accuracy:0.4344
INFO:root:10:22:22 [Epoch 1 Batch 550/12277] loss=1.0028, lr=0.0000022, metrics:accuracy:0.4361
INFO:root:10:22:23 [Epoch 1 Batch 560/12277] loss=0.9962, lr=0.0000023, metrics:accuracy:0.4378
INFO:root:10:22:25 [Epoch 1 Batch 570/12277] loss=0.9454, lr=0.0000023, metrics:accuracy:0.4398
INFO:root:10:22:26 [Epoch 1 Batch 580/12277] loss=0.9631, lr=0.0000024, metrics:accuracy:0.4414
INFO:root:10:22:27 [Epoch 1 Batch 590/12277] loss=0.9477, lr=0.0000024, metrics:accuracy:0.4434
INFO:root:10:22:29 [Epoch 1 Batch 600/12277] loss=0.8778, lr=0.0000024, metrics:accuracy:0.4467
INFO:root:10:22:30 [Epoch 1 Batch 610/12277] loss=0.9643, lr=0.0000025, metrics:accuracy:0.4484
INFO:root:10:22:31 [Epoch 1 Batch 620/12277] loss=0.9567, lr=0.0000025, metrics:accuracy:0.4503
INFO:root:10:22:33 [Epoch 1 Batch 630/12277] loss=0.9821, lr=0.0000026, metrics:accuracy:0.4518
INFO:root:10:22:34 [Epoch 1 Batch 640/12277] loss=0.9237, lr=0.0000026, metrics:accuracy:0.4537
INFO:root:10:22:35 [Epoch 1 Batch 650/12277] loss=0.9512, lr=0.0000026, metrics:accuracy:0.4553
INFO:root:10:22:37 [Epoch 1 Batch 660/12277] loss=0.8970, lr=0.0000027, metrics:accuracy:0.4576
INFO:root:10:22:38 [Epoch 1 Batch 670/12277] loss=0.9433, lr=0.0000027, metrics:accuracy:0.4593
INFO:root:10:22:39 [Epoch 1 Batch 680/12277] loss=0.9226, lr=0.0000028, metrics:accuracy:0.4611
INFO:root:10:22:40 [Epoch 1 Batch 690/12277] loss=0.9217, lr=0.0000028, metrics:accuracy:0.4630
INFO:root:10:22:42 [Epoch 1 Batch 700/12277] loss=0.9469, lr=0.0000028, metrics:accuracy:0.4642
INFO:root:10:22:43 [Epoch 1 Batch 710/12277] loss=0.9208, lr=0.0000029, metrics:accuracy:0.4655
INFO:root:10:22:45 [Epoch 1 Batch 720/12277] loss=0.9758, lr=0.0000029, metrics:accuracy:0.4664
INFO:root:10:22:46 [Epoch 1 Batch 730/12277] loss=0.8669, lr=0.0000030, metrics:accuracy:0.4683
INFO:root:10:22:47 [Epoch 1 Batch 740/12277] loss=0.8876, lr=0.0000030, metrics:accuracy:0.4699
INFO:root:10:22:48 [Epoch 1 Batch 750/12277] loss=0.9049, lr=0.0000031, metrics:accuracy:0.4716
INFO:root:10:22:50 [Epoch 1 Batch 760/12277] loss=0.8917, lr=0.0000031, metrics:accuracy:0.4731
INFO:root:10:22:51 [Epoch 1 Batch 770/12277] loss=0.8621, lr=0.0000031, metrics:accuracy:0.4748
INFO:root:10:22:52 [Epoch 1 Batch 780/12277] loss=0.9234, lr=0.0000032, metrics:accuracy:0.4756
INFO:root:10:22:53 [Epoch 1 Batch 790/12277] loss=0.8929, lr=0.0000032, metrics:accuracy:0.4771
INFO:root:10:22:55 [Epoch 1 Batch 800/12277] loss=0.8823, lr=0.0000033, metrics:accuracy:0.4785
INFO:root:10:22:56 [Epoch 1 Batch 810/12277] loss=0.8583, lr=0.0000033, metrics:accuracy:0.4803
INFO:root:10:22:57 [Epoch 1 Batch 820/12277] loss=0.9619, lr=0.0000033, metrics:accuracy:0.4811
INFO:root:10:22:59 [Epoch 1 Batch 830/12277] loss=0.8514, lr=0.0000034, metrics:accuracy:0.4827
INFO:root:10:23:00 [Epoch 1 Batch 840/12277] loss=0.8965, lr=0.0000034, metrics:accuracy:0.4835
INFO:root:10:23:01 [Epoch 1 Batch 850/12277] loss=0.8456, lr=0.0000035, metrics:accuracy:0.4856
INFO:root:10:23:03 [Epoch 1 Batch 860/12277] loss=0.9236, lr=0.0000035, metrics:accuracy:0.4864
INFO:root:10:23:04 [Epoch 1 Batch 870/12277] loss=0.8946, lr=0.0000035, metrics:accuracy:0.4871
INFO:root:10:23:05 [Epoch 1 Batch 880/12277] loss=0.8714, lr=0.0000036, metrics:accuracy:0.4886
INFO:root:10:23:07 [Epoch 1 Batch 890/12277] loss=0.8017, lr=0.0000036, metrics:accuracy:0.4902
INFO:root:10:23:08 [Epoch 1 Batch 900/12277] loss=0.9498, lr=0.0000037, metrics:accuracy:0.4910
INFO:root:10:23:10 [Epoch 1 Batch 910/12277] loss=0.8891, lr=0.0000037, metrics:accuracy:0.4924
INFO:root:10:23:11 [Epoch 1 Batch 920/12277] loss=0.8440, lr=0.0000037, metrics:accuracy:0.4939
INFO:root:10:23:12 [Epoch 1 Batch 930/12277] loss=0.8761, lr=0.0000038, metrics:accuracy:0.4955
INFO:root:10:23:14 [Epoch 1 Batch 940/12277] loss=0.8837, lr=0.0000038, metrics:accuracy:0.4965
INFO:root:10:23:15 [Epoch 1 Batch 950/12277] loss=0.8268, lr=0.0000039, metrics:accuracy:0.4979
INFO:root:10:23:16 [Epoch 1 Batch 960/12277] loss=0.8929, lr=0.0000039, metrics:accuracy:0.4990
INFO:root:10:23:18 [Epoch 1 Batch 970/12277] loss=0.8659, lr=0.0000039, metrics:accuracy:0.5001
INFO:root:10:23:19 [Epoch 1 Batch 980/12277] loss=0.8908, lr=0.0000040, metrics:accuracy:0.5009
INFO:root:10:23:20 [Epoch 1 Batch 990/12277] loss=0.8181, lr=0.0000040, metrics:accuracy:0.5024
INFO:root:10:23:21 [Epoch 1 Batch 1000/12277] loss=0.8767, lr=0.0000041, metrics:accuracy:0.5036
INFO:root:10:23:23 [Epoch 1 Batch 1010/12277] loss=0.9179, lr=0.0000041, metrics:accuracy:0.5044
INFO:root:10:23:24 [Epoch 1 Batch 1020/12277] loss=0.8703, lr=0.0000042, metrics:accuracy:0.5054
INFO:root:10:23:25 [Epoch 1 Batch 1030/12277] loss=0.7561, lr=0.0000042, metrics:accuracy:0.5072
INFO:root:10:23:27 [Epoch 1 Batch 1040/12277] loss=0.7882, lr=0.0000042, metrics:accuracy:0.5085
INFO:root:10:23:28 [Epoch 1 Batch 1050/12277] loss=0.8633, lr=0.0000043, metrics:accuracy:0.5097
INFO:root:10:23:30 [Epoch 1 Batch 1060/12277] loss=0.8099, lr=0.0000043, metrics:accuracy:0.5110
INFO:root:10:23:31 [Epoch 1 Batch 1070/12277] loss=0.8659, lr=0.0000044, metrics:accuracy:0.5118
INFO:root:10:23:32 [Epoch 1 Batch 1080/12277] loss=0.8761, lr=0.0000044, metrics:accuracy:0.5126
INFO:root:10:23:34 [Epoch 1 Batch 1090/12277] loss=0.8967, lr=0.0000044, metrics:accuracy:0.5133
INFO:root:10:23:35 [Epoch 1 Batch 1100/12277] loss=0.8341, lr=0.0000045, metrics:accuracy:0.5143
INFO:root:10:23:37 [Epoch 1 Batch 1110/12277] loss=0.9301, lr=0.0000045, metrics:accuracy:0.5149
INFO:root:10:23:38 [Epoch 1 Batch 1120/12277] loss=0.8264, lr=0.0000046, metrics:accuracy:0.5157
INFO:root:10:23:40 [Epoch 1 Batch 1130/12277] loss=0.8152, lr=0.0000046, metrics:accuracy:0.5167
INFO:root:10:23:41 [Epoch 1 Batch 1140/12277] loss=0.8606, lr=0.0000046, metrics:accuracy:0.5173
INFO:root:10:23:42 [Epoch 1 Batch 1150/12277] loss=0.8433, lr=0.0000047, metrics:accuracy:0.5183
INFO:root:10:23:44 [Epoch 1 Batch 1160/12277] loss=0.8361, lr=0.0000047, metrics:accuracy:0.5191
INFO:root:10:23:45 [Epoch 1 Batch 1170/12277] loss=0.8354, lr=0.0000048, metrics:accuracy:0.5199
INFO:root:10:23:47 [Epoch 1 Batch 1180/12277] loss=0.8165, lr=0.0000048, metrics:accuracy:0.5211
INFO:root:10:23:48 [Epoch 1 Batch 1190/12277] loss=0.8760, lr=0.0000048, metrics:accuracy:0.5217
INFO:root:10:23:50 [Epoch 1 Batch 1200/12277] loss=0.8215, lr=0.0000049, metrics:accuracy:0.5223
INFO:root:10:23:51 [Epoch 1 Batch 1210/12277] loss=0.8734, lr=0.0000049, metrics:accuracy:0.5233
INFO:root:10:23:52 [Epoch 1 Batch 1220/12277] loss=0.8820, lr=0.0000050, metrics:accuracy:0.5239
INFO:root:10:23:54 [Epoch 1 Batch 1230/12277] loss=0.8321, lr=0.0000050, metrics:accuracy:0.5247
INFO:root:10:23:55 [Epoch 1 Batch 1240/12277] loss=0.8461, lr=0.0000050, metrics:accuracy:0.5255
INFO:root:10:23:57 [Epoch 1 Batch 1250/12277] loss=0.8189, lr=0.0000051, metrics:accuracy:0.5264
INFO:root:10:23:58 [Epoch 1 Batch 1260/12277] loss=0.8172, lr=0.0000051, metrics:accuracy:0.5272
INFO:root:10:23:59 [Epoch 1 Batch 1270/12277] loss=0.8391, lr=0.0000052, metrics:accuracy:0.5280
INFO:root:10:24:00 [Epoch 1 Batch 1280/12277] loss=0.8267, lr=0.0000052, metrics:accuracy:0.5289
INFO:root:10:24:02 [Epoch 1 Batch 1290/12277] loss=0.8587, lr=0.0000053, metrics:accuracy:0.5296
INFO:root:10:24:03 [Epoch 1 Batch 1300/12277] loss=0.8084, lr=0.0000053, metrics:accuracy:0.5304
INFO:root:10:24:05 [Epoch 1 Batch 1310/12277] loss=0.7832, lr=0.0000053, metrics:accuracy:0.5312
INFO:root:10:24:06 [Epoch 1 Batch 1320/12277] loss=0.8394, lr=0.0000054, metrics:accuracy:0.5319
INFO:root:10:24:07 [Epoch 1 Batch 1330/12277] loss=0.8121, lr=0.0000054, metrics:accuracy:0.5327
INFO:root:10:24:09 [Epoch 1 Batch 1340/12277] loss=0.9054, lr=0.0000055, metrics:accuracy:0.5331
INFO:root:10:24:10 [Epoch 1 Batch 1350/12277] loss=0.7977, lr=0.0000055, metrics:accuracy:0.5338
INFO:root:10:24:12 [Epoch 1 Batch 1360/12277] loss=0.8377, lr=0.0000055, metrics:accuracy:0.5345
INFO:root:10:24:13 [Epoch 1 Batch 1370/12277] loss=0.8057, lr=0.0000056, metrics:accuracy:0.5353
INFO:root:10:24:15 [Epoch 1 Batch 1380/12277] loss=0.7269, lr=0.0000056, metrics:accuracy:0.5366
INFO:root:10:24:16 [Epoch 1 Batch 1390/12277] loss=0.7897, lr=0.0000057, metrics:accuracy:0.5374
INFO:root:10:24:18 [Epoch 1 Batch 1400/12277] loss=0.8403, lr=0.0000057, metrics:accuracy:0.5383
INFO:root:10:24:19 [Epoch 1 Batch 1410/12277] loss=0.7439, lr=0.0000057, metrics:accuracy:0.5392
INFO:root:10:24:20 [Epoch 1 Batch 1420/12277] loss=0.7738, lr=0.0000058, metrics:accuracy:0.5401
INFO:root:10:24:22 [Epoch 1 Batch 1430/12277] loss=0.7633, lr=0.0000058, metrics:accuracy:0.5410
INFO:root:10:24:23 [Epoch 1 Batch 1440/12277] loss=0.8189, lr=0.0000059, metrics:accuracy:0.5418
INFO:root:10:24:24 [Epoch 1 Batch 1450/12277] loss=0.7830, lr=0.0000059, metrics:accuracy:0.5426
INFO:root:10:24:26 [Epoch 1 Batch 1460/12277] loss=0.7917, lr=0.0000059, metrics:accuracy:0.5433
INFO:root:10:24:27 [Epoch 1 Batch 1470/12277] loss=0.8014, lr=0.0000060, metrics:accuracy:0.5439
INFO:root:10:24:28 [Epoch 1 Batch 1480/12277] loss=0.8216, lr=0.0000060, metrics:accuracy:0.5445
INFO:root:10:24:30 [Epoch 1 Batch 1490/12277] loss=0.8006, lr=0.0000061, metrics:accuracy:0.5454
INFO:root:10:24:31 [Epoch 1 Batch 1500/12277] loss=0.7946, lr=0.0000061, metrics:accuracy:0.5462
INFO:root:10:24:32 [Epoch 1 Batch 1510/12277] loss=0.8094, lr=0.0000061, metrics:accuracy:0.5469
INFO:root:10:24:34 [Epoch 1 Batch 1520/12277] loss=0.7472, lr=0.0000062, metrics:accuracy:0.5477
INFO:root:10:24:35 [Epoch 1 Batch 1530/12277] loss=0.7448, lr=0.0000062, metrics:accuracy:0.5487
INFO:root:10:24:36 [Epoch 1 Batch 1540/12277] loss=0.7849, lr=0.0000063, metrics:accuracy:0.5495
INFO:root:10:24:38 [Epoch 1 Batch 1550/12277] loss=0.7482, lr=0.0000063, metrics:accuracy:0.5503
INFO:root:10:24:39 [Epoch 1 Batch 1560/12277] loss=0.7903, lr=0.0000064, metrics:accuracy:0.5510
INFO:root:10:24:41 [Epoch 1 Batch 1570/12277] loss=0.7541, lr=0.0000064, metrics:accuracy:0.5519
INFO:root:10:24:42 [Epoch 1 Batch 1580/12277] loss=0.8398, lr=0.0000064, metrics:accuracy:0.5524
INFO:root:10:24:44 [Epoch 1 Batch 1590/12277] loss=0.8321, lr=0.0000065, metrics:accuracy:0.5528
INFO:root:10:24:45 [Epoch 1 Batch 1600/12277] loss=0.7513, lr=0.0000065, metrics:accuracy:0.5535
INFO:root:10:24:46 [Epoch 1 Batch 1610/12277] loss=0.7490, lr=0.0000066, metrics:accuracy:0.5544
INFO:root:10:24:48 [Epoch 1 Batch 1620/12277] loss=0.7950, lr=0.0000066, metrics:accuracy:0.5549
INFO:root:10:24:49 [Epoch 1 Batch 1630/12277] loss=0.8275, lr=0.0000066, metrics:accuracy:0.5555
INFO:root:10:24:50 [Epoch 1 Batch 1640/12277] loss=0.7645, lr=0.0000067, metrics:accuracy:0.5561
INFO:root:10:24:52 [Epoch 1 Batch 1650/12277] loss=0.8377, lr=0.0000067, metrics:accuracy:0.5566
INFO:root:10:24:53 [Epoch 1 Batch 1660/12277] loss=0.8471, lr=0.0000068, metrics:accuracy:0.5570
INFO:root:10:24:55 [Epoch 1 Batch 1670/12277] loss=0.8129, lr=0.0000068, metrics:accuracy:0.5574
INFO:root:10:24:56 [Epoch 1 Batch 1680/12277] loss=0.7922, lr=0.0000068, metrics:accuracy:0.5580
INFO:root:10:24:57 [Epoch 1 Batch 1690/12277] loss=0.8112, lr=0.0000069, metrics:accuracy:0.5586
INFO:root:10:24:59 [Epoch 1 Batch 1700/12277] loss=0.7901, lr=0.0000069, metrics:accuracy:0.5592
INFO:root:10:25:00 [Epoch 1 Batch 1710/12277] loss=0.7712, lr=0.0000070, metrics:accuracy:0.5599
INFO:root:10:25:01 [Epoch 1 Batch 1720/12277] loss=0.7189, lr=0.0000070, metrics:accuracy:0.5607
INFO:root:10:25:03 [Epoch 1 Batch 1730/12277] loss=0.7027, lr=0.0000070, metrics:accuracy:0.5615
INFO:root:10:25:04 [Epoch 1 Batch 1740/12277] loss=0.8273, lr=0.0000071, metrics:accuracy:0.5620
INFO:root:10:25:06 [Epoch 1 Batch 1750/12277] loss=0.7094, lr=0.0000071, metrics:accuracy:0.5627
INFO:root:10:25:07 [Epoch 1 Batch 1760/12277] loss=0.7899, lr=0.0000072, metrics:accuracy:0.5631
INFO:root:10:25:08 [Epoch 1 Batch 1770/12277] loss=0.7901, lr=0.0000072, metrics:accuracy:0.5638
INFO:root:10:25:10 [Epoch 1 Batch 1780/12277] loss=0.7704, lr=0.0000072, metrics:accuracy:0.5643
INFO:root:10:25:11 [Epoch 1 Batch 1790/12277] loss=0.8202, lr=0.0000073, metrics:accuracy:0.5647
INFO:root:10:25:13 [Epoch 1 Batch 1800/12277] loss=0.7918, lr=0.0000073, metrics:accuracy:0.5651
INFO:root:10:25:14 [Epoch 1 Batch 1810/12277] loss=0.7504, lr=0.0000074, metrics:accuracy:0.5658
INFO:root:10:25:16 [Epoch 1 Batch 1820/12277] loss=0.8104, lr=0.0000074, metrics:accuracy:0.5662
INFO:root:10:25:17 [Epoch 1 Batch 1830/12277] loss=0.8362, lr=0.0000075, metrics:accuracy:0.5665
INFO:root:10:25:18 [Epoch 1 Batch 1840/12277] loss=0.8099, lr=0.0000075, metrics:accuracy:0.5668
INFO:root:10:25:19 [Epoch 1 Batch 1850/12277] loss=0.7010, lr=0.0000075, metrics:accuracy:0.5675
INFO:root:10:25:21 [Epoch 1 Batch 1860/12277] loss=0.8792, lr=0.0000076, metrics:accuracy:0.5677
INFO:root:10:25:22 [Epoch 1 Batch 1870/12277] loss=0.8150, lr=0.0000076, metrics:accuracy:0.5680
INFO:root:10:25:24 [Epoch 1 Batch 1880/12277] loss=0.8057, lr=0.0000077, metrics:accuracy:0.5684
INFO:root:10:25:25 [Epoch 1 Batch 1890/12277] loss=0.7811, lr=0.0000077, metrics:accuracy:0.5689
INFO:root:10:25:26 [Epoch 1 Batch 1900/12277] loss=0.7698, lr=0.0000077, metrics:accuracy:0.5696
INFO:root:10:25:28 [Epoch 1 Batch 1910/12277] loss=0.7337, lr=0.0000078, metrics:accuracy:0.5702
INFO:root:10:25:29 [Epoch 1 Batch 1920/12277] loss=0.8459, lr=0.0000078, metrics:accuracy:0.5706
INFO:root:10:25:31 [Epoch 1 Batch 1930/12277] loss=0.7426, lr=0.0000079, metrics:accuracy:0.5711
INFO:root:10:25:32 [Epoch 1 Batch 1940/12277] loss=0.8123, lr=0.0000079, metrics:accuracy:0.5715
INFO:root:10:25:34 [Epoch 1 Batch 1950/12277] loss=0.6960, lr=0.0000079, metrics:accuracy:0.5721
INFO:root:10:25:35 [Epoch 1 Batch 1960/12277] loss=0.7905, lr=0.0000080, metrics:accuracy:0.5726
INFO:root:10:25:36 [Epoch 1 Batch 1970/12277] loss=0.7530, lr=0.0000080, metrics:accuracy:0.5731
INFO:root:10:25:38 [Epoch 1 Batch 1980/12277] loss=0.7176, lr=0.0000081, metrics:accuracy:0.5738
INFO:root:10:25:39 [Epoch 1 Batch 1990/12277] loss=0.7623, lr=0.0000081, metrics:accuracy:0.5742
INFO:root:10:25:41 [Epoch 1 Batch 2000/12277] loss=0.7923, lr=0.0000081, metrics:accuracy:0.5746
INFO:root:10:25:42 [Epoch 1 Batch 2010/12277] loss=0.7829, lr=0.0000082, metrics:accuracy:0.5750
INFO:root:10:25:44 [Epoch 1 Batch 2020/12277] loss=0.7526, lr=0.0000082, metrics:accuracy:0.5756
INFO:root:10:25:45 [Epoch 1 Batch 2030/12277] loss=0.7287, lr=0.0000083, metrics:accuracy:0.5760
INFO:root:10:25:46 [Epoch 1 Batch 2040/12277] loss=0.6680, lr=0.0000083, metrics:accuracy:0.5767
INFO:root:10:25:48 [Epoch 1 Batch 2050/12277] loss=0.7204, lr=0.0000083, metrics:accuracy:0.5773
